65210,N-106,1/14/2014,N-106,,19201N SCB/NPR 01-0417289-01 CUR  (N),NPR,," 523,219.05 ", 0.00 ," 523,219.05 ",Nepalese Rupee,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Wrongly transfer was done in saving a/c so transferred to correct,Wrongly transfer was done in saving a/c so transferred to correct,1
65214,N-107,12/21/2013,N-107,,19200N SCB/USD 01-0417319-51 CUR (N),USD, 0.00 ,94803.34, 0.00 ," 9,470,853.67 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer to SCBNL from JREDP II A/C,Fund transfer to SCBNL from JREDP II A/C,99.9
65217,N-108,1/8/2014,N-108,,19999N NPRClearing  (N),NPR,,2271589.5, 0.00 ," 2,271,589.50 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Hydro Lab's payment,Hydro Lab's payment,99.1499801
65218,N-109,1/8/2014,N-109,,19999N NPRClearing  (N),NPR,,16436.9, 0.00 ," 16,436.90 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Last installment of income tax of FY 2069/70,Last installment of income tax of FY 2069/70,99.148872
65219,N-110,1/12/2014,N-110,,19999N NPRClearing  (N),NPR,,1421160.43, 0.00 ," 1,421,160.43 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,GM's salary payment,GM's salary payment,99.083351
65225,N-111,1/12/2014,N-111,,19999N NPRClearing  (N),NPR,,534440, 0.00 ," 534,440.00 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),GM,"Partner pension of Tom Kristian Larsen for 2013 (EUR 4,000)","Partner pension of Tom Kristian Larsen for 2013 (EUR 4,000)",98.50193893
65229,N-112,1/14/2014,N-112,,19999N NPRClearing  (N),NPR,,281995.1, 0.00 ," 281,995.10 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment of Batalas,Payment of Batalas,99.58157356
65236,N-113,1/2/2014,N-113,,19999N NPRClearing  (N),NPR,,121591843.6, 0.00 ," 121,591,843.56 ",US Dollar,Jan 2014 [Paush 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,TDS on dividend,TDS on dividend,98.5
66552,N-117,2/7/2014,N-117,,19999N NPRClearing  (N),NPR,,4644299.52, 0.00 ," 4,644,299.52 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KIRNE (N),KHIM1,Dhulikhel Hospital's payment,Dhulikhel Hospital's payment,99.34999941
66553,N-118,2/7/2014,N-118,,19999N NPRClearing  (N),NPR,,7370703.54, 0.00 ," 7,370,703.54 ",US Dollar,Feb 2014 [Magh 2070],Himal Power Ltd (NPR),KATHMANDU (N),FIN,SN Power's payment,SN Power's payment,101.8676422
