199463,10/6/2023,Oct 2023 [Ashwin 2080],50001.NPR Nepal Electricity Authority,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),NEA paymemt for Shrawan'80,NEA paymemt for Shrawan'80,Khimti JVC,KATHMANDU (N),,,,Nepalese Rupee,1,INV/N-0000002-2080/81," 83,889,060.00 ",Invoice #INV/N-0000002-2080/81,1,,15000 AccountReceivable,"$83,889,060.00 ",E5702070 (N) Bimala Khadka,N-248
199464,10/6/2023,Oct 2023 [Ashwin 2080],50001.NPR Nepal Electricity Authority,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),NEA paymemt for Bhadra'80,NEA paymemt for Bhadra'80,Khimti JVC,KATHMANDU (N),,,,Nepalese Rupee,1,INV/N-0000003-2080/81," 83,789,740.00 ",Invoice #INV/N-0000003-2080/81,1,,15000 AccountReceivable,"$83,789,740.00 ",E5702070 (N) Bimala Khadka,N-249
200419,11/3/2023,Nov 2023 [Kartik 2080],50001.NPR Nepal Electricity Authority,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),NEA payment Ashwin'80,NEA payment Ashwin'80,Khimti JVC,KATHMANDU (N),,,,Nepalese Rupee,1,INV/N-0000004-2080/81," 83,206,420.00 ",Invoice #INV/N-0000004-2080/81,1,,15000 AccountReceivable,"$83,206,420.00 ",E5702070 (N) Bimala Khadka,N-250
201610,12/5/2023,Dec 2023 [Mangsir 2080],50001.NPR Nepal Electricity Authority,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),NEA payment for Kartik'80,NEA payment for Kartik'80,Khimti JVC,KATHMANDU (N),,,,Nepalese Rupee,1,INV/N-0000005-2080/81," 86,246,500.00 ",Invoice #INV/N-0000005-2080/81,1,,15000 AccountReceivable,"$86,246,500.00 ",E5702070 (N) Bimala Khadka,N-251
