174862,N-973,7/12/2021,N-973,19218N EBL/NPR 03500105200628 CUR  (N),,NPR," 170,000,000.00 ", 0.00 ," 170,000,000.00 ", 0.00 ,Nepalese Rupee,Jul 2021 [Ashad 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund Transfer from SCB to EBL,Fund Transfer from SCB to EBL,1
174935,N-974,7/8/2021,N-974,19220N NMB/USD 0010010920300053 CUR (N),,USD, 227.78 , 0.00 ," 27,333.75 ", 0.00 ,US Dollar,Jul 2021 [Ashad 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment of BhandariKirana,Payment of BhandariKirana,120.0006585
174936,N-975,7/8/2021,N-975,19220N NMB/USD 0010010920300053 CUR (N),,USD," 3,504.67 ", 0.00 ," 420,560.03 ", 0.00 ,US Dollar,Jul 2021 [Ashad 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment-SuvidhaSewa,Payment-SuvidhaSewa,119.9998944
174937,N-976,7/8/2021,N-976,19220N NMB/USD 0010010920300053 CUR (N),,USD," 1,051.76 ", 0.00 ," 126,211.55 ", 0.00 ,US Dollar,Jul 2021 [Ashad 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment TrishaktiFuel,Payment TrishaktiFuel,120.0003328
174944,N-977,7/28/2021,N-977,19201N SCB/NPR 01-0417289-01 CUR  (N),,NPR," 170,000,000.00 ", 0.00 ," 170,000,000.00 ", 0.00 ,Nepalese Rupee,Aug 2021 [Shrawan 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund Transfer from SCB to EBL,Fund Transfer from SCB to EBL,1
175353,N-978,9/2/2021,N-978,19216N EBL/USD 03500105200629 CUR  (N),,USD," 4,700,000.00 ", 0.00 ," 550,605,000.00 ", 0.00 ,US Dollar,Sep 2021 [Bhadra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from EBL to SCB for dividend,Fund transfer from EBL to SCB for dividend,117.15
175354,N-979,9/2/2021,N-979,19218N EBL/NPR 03500105200628 CUR  (N),,NPR," 149,000,000.00 ", 0.00 ," 149,000,000.00 ", 0.00 ,Nepalese Rupee,Sep 2021 [Bhadra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from EBL to SCB for dividend,Fund transfer from EBL to SCB for dividend,1
175458,N-980,9/3/2021,N-980,19220N NMB/USD 0010010920300053 CUR (N),,USD," 2,000,000.00 ", 0.00 ," 234,200,000.00 ", 0.00 ,US Dollar,Sep 2021 [Bhadra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from NMB to SCB,Fund transfer from NMB to SCB,117.1
175681,N-981,9/14/2021,N-981,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 28,560.00 ", 0.00 ," 28,560.00 ", 0.00 ,Nepalese Rupee,Oct 2021 [Ashwin 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Petty Cash-Sunita,Petty Cash-Sunita,1
176211,N-982,11/15/2021,N-982,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 29,715.56 ", 0.00 ," 29,715.56 ", 0.00 ,Nepalese Rupee,Nov 2021 [Kartik 2078],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
176257,N-983,10/1/2021,N-983,19220N NMB/USD 0010010920300053 CUR (N),,USD," 5,907.17 ", 0.00 ," 700,000.00 ", 0.00 ,US Dollar,Oct 2021 [Ashwin 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Advance GM,Advance GM,118.5000601
177586,N-984,12/8/2021,N-984,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 14,838.92 ", 0.00 ," 1,785,122.00 ", 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,,,120.2999949
177594,N-985,11/26/2021,N-985,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 5,596.68 ", 0.00 ," 673,280.24 ", 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from NORAD-HPL paid from JVC,Fund transfer from NORAD-HPL paid from JVC,120.299935
177595,N-986,11/26/2021,N-986,19211N SCB/USD 01-1107496-53 CUR (N),,USD, 0.00 , 0.00 , 0.00 , 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,VOID,VOID,120.2999949
177596,N-987,11/26/2021,N-987,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 10,074.60 ", 0.00 ," 1,215,500.00 ", 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment of BINI international,Payment of BINI international,120.6499514
177597,N-988,11/26/2021,N-988,19211N SCB/USD 01-1107496-53 CUR (N),,USD, 521.17 , 0.00 ," 62,696.45 ", 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payment of Machinery,Payment of Machinery,120.2994225
177602,N-989,9/7/2021,N-989,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 1,586.73 ", 0.00 ," 185,647.50 ", 0.00 ,US Dollar,Sep 2021 [Bhadra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Payement Trans Himalaya,Payement Trans Himalaya,117.0000567
177794,N-990,10/1/2021,N-990,19218N EBL/NPR 03500105200628 CUR  (N),,NPR," 100,000,000.00 ", 0.00 ," 100,000,000.00 ", 0.00 ,Nepalese Rupee,Oct 2021 [Ashwin 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,FD in EBL,FD in EBL,1
177938,N-991,11/19/2021,N-991,19216N EBL/USD 03500105200629 CUR  (N),,USD," 800,000.00 ", 0.00 ," 94,720,000.00 ", 0.00 ,US Dollar,Dec 2021 [Mangsir 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from EBL USD to NPR,Fund transfer from EBL USD to NPR,118.4
178007,N-992,1/12/2022,N-992,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 29,932.62 ", 0.00 ," 29,932.62 ", 0.00 ,Nepalese Rupee,Jan 2022 [Paush 2078],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
179803,N-993,2/9/2022,N-993,19220N NMB/USD 0010010920300053 CUR (N),,USD," 212,000.00 ", 0.00 ," 25,291,600.00 ", 0.00 ,US Dollar,Feb 2022 [Magh 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,USD transfer from NMB to NMB,USD transfer from NMB to NMB,119.3
180882,N-994,3/14/2022,N-994,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 800,000.00 ", 0.00 ," 800,000.00 ", 0.00 ,Nepalese Rupee,Mar 2022 [Phalgun 2078],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Cash for GM's advacne,Cash for GM's advacne,1
181036,N-995,2/15/2022,N-995,19219N SBL/USD 00100010083 CUR (N),,USD," 77,500.00 ", 0.00 ," 9,365,875.00 ", 0.00 ,US Dollar,Mar 2022 [Phalgun 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,Fund transfer from Sanima to NMB,Fund transfer from Sanima to NMB,120.85
182315,N-996,3/31/2022,N-996,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 29,560.02 ", 0.00 ," 29,560.02 ", 0.00 ,Nepalese Rupee,Apr 2022 [Chaitra 2078],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
182326,N-997,4/27/2022,N-997,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 16,774,617.87 ", 0.00 ," 16,774,617.87 ", 0.00 ,Nepalese Rupee,May 2022 [Baisakh 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Gratuity-CIT,Gratuity-CIT,1
182719,N-998,6/27/2022,N-998,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 23,779.00 ", 0.00 ," 23,779.00 ", 0.00 ,Nepalese Rupee,Jul 2022 [Ashad 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
183023,N-999,7/6/2022,N-999,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 400,000.00 ", 0.00 ," 400,000.00 ", 0.00 ,Nepalese Rupee,Jul 2022 [Ashad 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Cash withdrwan for advance to GM,Cash withdrwan for advance to GM,1
183035,N-1000,6/16/2022,N-1000,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 29,977.00 ", 0.00 ," 29,977.00 ", 0.00 ,Nepalese Rupee,Jul 2022 [Ashad 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
185401,N-1001,4/13/2022,N-1001,19710(N) Fixed Deposits EBL (N),,NPR," 100,000,000.00 ", 0.00 ," 100,000,000.00 ", 0.00 ,Nepalese Rupee,Apr 2022 [Chaitra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,FD matured-EBL,FD matured-EBL,1
185402,N-1002,4/13/2022,N-1002,19218N EBL/NPR 03500105200628 CUR  (N),,NPR," 200,000,000.00 ", 0.00 ," 200,000,000.00 ", 0.00 ,Nepalese Rupee,Apr 2022 [Chaitra 2078],Himal Power Ltd (NPR),KATHMANDU (N),FIN,FD-EBL,FD-EBL,1
185620,N-1003,2/10/2022,N-1003,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 7,152.83 ", 0.00 ," 852,975.00 ", 0.00 ,US Dollar,Feb 2022 [Magh 2078],Himal Power Ltd (NPR),KATHMANDU (N),CSR,Payment of EasternElect-PO-7675,Payment of EasternElect-PO-7675,119.2500032
185621,N-1004,2/10/2022,N-1004,19211N SCB/USD 01-1107496-53 CUR (N),,USD, 749.47 , 0.00 ," 89,374.75 ", 0.00 ,US Dollar,Feb 2022 [Magh 2078],Himal Power Ltd (NPR),KATHMANDU (N),CSR,Payment of TransHimalayan-PO-7622,Payment of TransHimalayan-PO-7622,119.2506038
185622,N-1005,8/9/2022,N-1005,19211N SCB/USD 01-1107496-53 CUR (N),,USD," 9,351.16 ", 0.00 ," 1,189,000.00 ", 0.00 ,US Dollar,Aug 2022 [Shrawan 2079],Himal Power Ltd (NPR),KATHMANDU (N),CSR,Payment of Firely-PO-6628,Payment of Firely-PO-6628,127.1500006
185645,N-1006,8/26/2022,N-1006,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 29,749.97 ", 0.00 ," 29,749.97 ", 0.00 ,Nepalese Rupee,Sep 2022 [Bhadra 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Petty Cash-Sunita,Petty Cash-Sunita,1
185651,N-1007,8/18/2022,N-1007,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 926,297.05 ", 0.00 ," 926,297.05 ", 0.00 ,Nepalese Rupee,Sep 2022 [Bhadra 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Amount topped up in CIT gratuity fund-Birbal Chaudhary,Amount topped up in CIT gratuity fund-Birbal Chaudhary,1
186500,N-1008,8/31/2022,N-1008,19200N SCB/USD 01-0417319-51 CUR (N),,USD," 18,216.63 ", 0.00 ," 2,394,177.13 ", 0.00 ,US Dollar,Sep 2022 [Bhadra 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,GM's Salary-July'2022,GM's Salary-July'2022,131.4281033
187475,N-1009,10/12/2022,N-1009,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 22,754.01 ", 0.00 ," 22,754.01 ", 0.00 ,Nepalese Rupee,Oct 2022 [Ashwin 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Fund transfer,Fund transfer,1
187511,N-1010,9/20/2022,N-1010,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 2,703,013.00 ", 0.00 ," 2,703,013.00 ", 0.00 ,Nepalese Rupee,Oct 2022 [Ashwin 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Fund transfer,Fund transfer,1
188130,N-1011,8/23/2020,N-1011,19212N NMB/NPR0200010920300012 CUR  (N),,NPR," 519,066.87 ", 0.00 ," 519,066.87 ", 0.00 ,Nepalese Rupee,Aug 2021 [Shrawan 2078],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,Staff salary loan and int refund,Staff salary loan and int refund,1
188149,N-1012,9/17/2020,N-1012,19212N NMB/NPR0200010920300012 CUR  (N),,NPR, 0.00 , 0.00 , 0.00 , 0.00 ,Nepalese Rupee,Dec 2022 [Mangsir 2079],Himal Power Ltd (NPR),KATHMANDU (N),Khimti JVC,VOID,VOID,1
